0.5760,0.0020,0.4340
0.5400,0.0300,0.4600
0.5100,0.0650,0.4900
0.4800,0.1050,0.5200
0.4550,0.1500,0.5500
0.4300,0.2000,0.5750
0.4100,0.2550,0.5950
0.3950,0.3150,0.6100
0.3850,0.3800,0.6200
0.3800,0.4500,0.6250
0.3880,0.5980,0.5350
